MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,LotConfig,LandSlope,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitchen,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,PoolQC,Fence,MiscFeature,SalePrice
RM,53.0,5830,Pave,Reg,AllPub,Corner,Gtl,5,1950,1997,Gable,TA,CBlock,TA,988.0,GasA,Ex,Y,SBrkr,1030,582,1612,0.0,0.0,1,1,3,1,TA,7,0,,Detchd,1.0,TA,0,0,0,0,,MnPrv,,
RL,,7793,Pave,IR1,AllPub,Corner,Gtl,7,1922,2005,Gable,TA,BrkTil,Gd,1108.0,GasA,TA,N,FuseA,1160,908,2068,0.0,0.0,1,1,3,1,Gd,8,1,Gd,Detchd,1.0,TA,0,0,60,0,,,,
RM,50.0,5000,Pave,Reg,AllPub,Inside,Gtl,4,1925,1950,Gable,TA,BrkTil,TA,765.0,GasA,TA,N,FuseF,765,0,765,1.0,0.0,1,0,2,1,Gd,4,0,,Detchd,1.0,Fa,135,0,41,0,,MnPrv,,
RM,50.0,6000,Pave,Reg,AllPub,Inside,Gtl,6,1939,1950,Gable,TA,BrkTil,TA,608.0,GasA,TA,Y,SBrkr,608,524,1132,1.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,TA,0,0,128,0,,MnPrv,,
RM,50.0,6000,Pave,Reg,AllPub,Inside,Gtl,6,1940,1950,Gable,TA,CBlock,TA,572.0,GasA,Ex,Y,FuseA,848,348,1196,0.0,1.0,1,1,3,1,TA,6,2,Gd,Detchd,2.0,TA,0,0,0,0,,,,
RM,53.0,6360,Pave,Reg,AllPub,Corner,Gtl,5,1942,1950,Gable,TA,CBlock,TA,835.0,GasA,TA,Y,FuseA,955,498,1453,0.0,0.0,1,1,3,1,Gd,7,2,Fa,Detchd,1.0,TA,0,0,35,0,,,,
RM,50.0,6000,Pave,Reg,AllPub,Inside,Gtl,6,1948,1950,Gable,TA,CBlock,TA,780.0,GasA,TA,Y,SBrkr,780,636,1416,0.0,0.0,1,1,3,1,TA,6,0,,Detchd,1.0,TA,221,0,48,0,,,,
RM,52.0,6240,Pave,Reg,AllPub,Inside,Gtl,5,1936,1980,Gable,TA,CBlock,TA,528.0,GasA,Gd,Y,SBrkr,548,492,1040,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,2.0,TA,306,0,32,0,,,,
RM,52.0,6240,Pave,Reg,AllPub,Inside,Gtl,5,1930,1950,Gable,TA,BrkTil,TA,928.0,GasA,TA,Y,FuseF,928,608,1536,0.0,0.0,2,0,4,1,TA,7,1,Gd,Detchd,2.0,TA,0,10,0,0,,MnPrv,,
RM,51.0,6120,Pave,Reg,AllPub,Inside,Gtl,6,1923,1950,Gable,TA,BrkTil,Fa,1124.0,GasA,TA,Y,SBrkr,1068,0,1068,1.0,0.0,1,0,2,1,TA,5,1,Gd,Detchd,1.0,TA,0,0,128,0,,,,
RM,57.0,8094,Pave,Reg,AllPub,Inside,Gtl,4,1915,1950,Gable,TA,CBlock,TA,888.0,GasA,Ex,Y,SBrkr,888,1074,1962,0.0,0.0,1,1,4,1,TA,9,1,TA,Detchd,2.0,TA,160,0,364,0,,GdPrv,,
RM,60.0,12900,Pave,Reg,AllPub,Inside,Gtl,6,1912,2009,Gable,Gd,PConc,TA,780.0,GasA,Ex,Y,SBrkr,780,780,1560,0.0,0.0,1,1,3,1,Gd,7,0,,,0.0,,344,0,0,0,,,,
RM,52.0,3068,Pave,Reg,AllPub,Inside,Gtl,6,1920,1993,Gable,TA,BrkTil,TA,662.0,GasA,Ex,Y,SBrkr,662,662,1324,0.0,1.0,1,0,3,1,TA,6,0,,Detchd,1.0,TA,0,0,112,0,,GdPrv,,
RL,100.0,15263,Pave,IR1,AllPub,Inside,Gtl,5,1959,1959,Gable,TA,CBlock,Gd,1422.0,GasA,Gd,Y,SBrkr,1675,0,1675,0.0,0.0,2,0,3,1,TA,8,2,Gd,Attchd,1.0,TA,0,132,0,0,,,,
RL,72.0,10632,Pave,IR1,AllPub,Inside,Gtl,5,1917,1950,Gable,TA,BrkTil,Gd,689.0,GasA,Gd,N,SBrkr,725,499,1224,0.0,0.0,1,1,3,1,,6,0,,Detchd,1.0,Fa,0,0,248,0,,,,
RL,60.0,9900,Pave,Reg,AllPub,Inside,Gtl,5,1915,1950,Gable,Fa,BrkTil,TA,1212.0,GasA,TA,N,SBrkr,1212,180,1392,1.0,0.0,1,0,3,1,TA,6,0,,,0.0,,0,0,168,0,,,,
RL,65.0,6001,Pave,IR1,AllPub,Inside,Mod,6,1940,1950,Gable,TA,CBlock,Fa,600.0,GasA,Ex,N,SBrkr,600,319,919,0.0,0.0,1,0,3,1,TA,5,0,,Detchd,1.0,TA,0,0,45,0,,MnPrv,,
C (all),,6449,Pave,IR1,AllPub,Inside,Gtl,4,1907,1950,Gambrel,TA,CBlock,TA,707.0,GasW,TA,N,SBrkr,942,942,1884,0.0,0.0,1,1,4,1,TA,7,0,,,0.0,,0,0,239,0,,,,
RH,60.0,6048,Pave,Reg,AllPub,Corner,Gtl,5,1910,1950,Gable,TA,BrkTil,TA,856.0,GasA,Gd,Y,SBrkr,936,744,1680,1.0,0.0,2,0,2,2,TA,7,1,Gd,Detchd,2.0,TA,56,144,0,0,,,,
RL,72.0,10773,Pave,Reg,AllPub,Inside,Gtl,4,1967,1967,Gable,Fa,CBlock,TA,1832.0,GasA,TA,N,SBrkr,1832,0,1832,2.0,0.0,2,0,4,2,TA,8,0,,,0.0,,0,58,0,0,,,,
RL,65.0,7800,Pave,Reg,AllPub,Inside,Gtl,5,1966,2008,Hip,TA,CBlock,TA,864.0,GasA,Ex,Y,SBrkr,892,0,892,1.0,0.0,1,0,3,1,Gd,5,0,,Detchd,1.0,TA,0,0,0,0,,,,
RL,65.0,7832,Pave,Reg,AllPub,Inside,Gtl,5,1968,1968,Hip,TA,CBlock,TA,864.0,GasA,Ex,Y,SBrkr,864,0,864,1.0,0.0,1,0,2,1,TA,4,0,,Detchd,1.0,TA,226,0,0,0,,,,
RL,,7424,Pave,IR1,AllPub,Inside,Gtl,5,1978,1978,Gable,TA,CBlock,Gd,1319.0,GasA,TA,Y,SBrkr,1373,0,1373,1.0,0.0,1,0,3,1,TA,5,2,TA,Attchd,2.0,TA,0,0,0,0,,,,
RL,86.0,11227,Pave,Reg,AllPub,Inside,Gtl,5,1968,1968,Gable,TA,CBlock,TA,720.0,GasA,Ex,Y,SBrkr,720,720,1440,0.0,0.0,1,1,4,1,TA,7,2,TA,Attchd,2.0,TA,192,38,0,0,,MnPrv,,
RL,,20062,Pave,IR1,AllPub,Inside,Mod,7,1977,2001,Hip,Gd,CBlock,Gd,1420.0,GasA,Gd,Y,SBrkr,1483,0,1483,1.0,0.0,1,1,1,1,TA,4,2,TA,Attchd,2.0,TA,496,0,0,0,,,,
RL,94.0,9259,Pave,Reg,AllPub,Corner,Gtl,4,1927,1950,Gable,TA,BrkTil,Fa,660.0,GasA,TA,N,SBrkr,756,0,756,0.0,0.0,1,0,2,1,TA,4,0,,Detchd,2.0,TA,80,0,0,0,,,,
RL,,17082,Pave,IR1,AllPub,CulDSac,Mod,6,1978,1992,Gable,TA,PConc,Gd,1117.0,GasA,Ex,Y,SBrkr,1117,864,1981,1.0,0.0,2,1,4,1,Gd,8,1,TA,Attchd,2.0,TA,336,104,0,0,,,,
RL,124.0,18600,Pave,Reg,AllPub,Inside,Gtl,3,1938,1990,Gable,TA,CBlock,TA,972.0,GasA,TA,Y,FuseA,1052,558,1610,0.0,1.0,2,0,4,1,Fa,8,1,Gd,Attchd,1.0,TA,0,0,60,0,,,Shed,
RL,65.0,11479,Pave,Reg,AllPub,Inside,Gtl,6,1950,1987,Gable,TA,CBlock,TA,663.0,GasA,Ex,Y,SBrkr,1074,0,1074,1.0,0.0,1,0,3,1,Gd,6,1,TA,Attchd,1.0,TA,0,52,52,0,,MnPrv,,
RL,50.0,9350,Pave,Reg,AllPub,Inside,Gtl,4,1947,1979,Gable,TA,CBlock,TA,756.0,GasA,Ex,Y,SBrkr,1169,0,1531,0.0,0.0,1,0,3,1,TA,8,1,TA,Detchd,1.0,Fa,0,0,0,0,,MnPrv,,
RL,75.0,9525,Pave,Reg,AllPub,Inside,Gtl,5,1954,1998,Gable,TA,CBlock,TA,1172.0,GasA,TA,Y,SBrkr,1172,0,1172,1.0,0.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,240,0,0,0,,,,
RL,44.0,17485,Pave,IR2,AllPub,Inside,Gtl,7,2009,2010,Gable,Gd,PConc,Gd,1508.0,GasA,Ex,Y,SBrkr,1508,0,1508,1.0,0.0,1,0,1,1,Gd,5,2,TA,Attchd,2.0,TA,0,0,0,0,,,,
RL,,11200,Pave,IR1,AllPub,CulDSac,Gtl,5,1964,1964,Gable,TA,CBlock,TA,1250.0,GasA,Ex,Y,SBrkr,1298,0,1298,0.0,0.0,2,0,3,1,TA,5,0,,Detchd,2.0,TA,0,144,0,0,,,,
RL,83.0,11980,Pave,Reg,AllPub,Inside,Mod,7,1987,1987,Gable,Gd,CBlock,Gd,1433.0,GasA,Ex,Y,SBrkr,1433,0,1433,1.0,0.0,1,1,1,1,Gd,4,2,TA,Attchd,2.0,Gd,0,278,0,0,,MnPrv,,
RL,87.0,12361,Pave,IR1,AllPub,CulDSac,Gtl,6,1993,1993,Gable,Gd,PConc,Gd,946.0,GasA,Ex,Y,SBrkr,964,838,1802,0.0,1.0,2,1,3,1,Gd,8,1,Gd,2Types,4.0,TA,450,92,0,0,,,,
RL,64.0,7360,Pave,Reg,AllPub,Inside,Gtl,7,2010,2010,Gable,Gd,PConc,Gd,1222.0,GasA,Ex,Y,SBrkr,1222,0,1222,0.0,0.0,2,0,2,1,Gd,6,0,,Attchd,2.0,TA,0,54,0,0,,,,
RL,82.0,14235,Pave,IR1,AllPub,Inside,Gtl,6,1900,1993,Gable,TA,PConc,Fa,676.0,GasA,TA,Y,SBrkr,831,614,1445,0.0,0.0,2,0,3,1,TA,6,0,,Detchd,2.0,TA,0,59,0,0,,,,
RL,82.0,11105,Pave,Reg,AllPub,Corner,Gtl,5,1996,1996,Gable,TA,PConc,Gd,870.0,GasA,Gd,Y,SBrkr,965,0,965,1.0,0.0,1,0,2,1,TA,4,0,,Attchd,2.0,Gd,71,0,0,0,,GdPrv,,
RL,,9337,Pave,IR1,AllPub,Inside,Gtl,7,1997,1998,Gable,TA,PConc,Gd,878.0,GasA,Ex,Y,SBrkr,892,800,1692,0.0,0.0,2,1,3,1,TA,8,1,TA,Attchd,2.0,TA,0,39,0,0,,,,
RL,38.0,15240,Pave,IR1,AllPub,FR2,Gtl,5,1977,2004,Gable,Gd,CBlock,Gd,1026.0,GasA,Ex,Y,SBrkr,1026,0,1026,1.0,0.0,1,1,3,1,TA,5,0,,Attchd,1.0,TA,316,85,0,0,,MnPrv,,
RL,68.0,7480,Pave,Reg,AllPub,Inside,Gtl,5,1972,1972,Gable,TA,CBlock,TA,876.0,GasA,TA,Y,SBrkr,876,0,876,1.0,0.0,1,0,3,1,TA,5,0,,Detchd,2.0,TA,0,0,0,0,,MnPrv,,
RL,80.0,10389,Pave,Reg,AllPub,Inside,Gtl,8,2003,2003,Hip,Gd,PConc,Gd,1978.0,GasA,Ex,Y,SBrkr,1978,0,1978,1.0,0.0,2,1,3,1,Gd,8,1,Gd,Attchd,3.0,TA,188,25,0,0,,,,
RL,75.0,9375,Pave,Reg,AllPub,Inside,Gtl,7,1997,1997,Gable,Gd,PConc,Gd,1040.0,GasA,Ex,Y,SBrkr,1044,1054,2098,0.0,0.0,2,1,4,1,Gd,9,1,TA,Attchd,2.0,TA,331,38,0,0,,,,
RM,,4435,Pave,Reg,AllPub,Inside,Gtl,6,2003,2003,Gable,Gd,PConc,Gd,848.0,GasA,Ex,Y,SBrkr,848,0,848,1.0,0.0,1,0,1,1,Gd,4,0,,Attchd,2.0,TA,140,0,0,0,,,,
RL,67.0,8777,Pave,Reg,AllPub,Inside,Mod,3,1945,2007,Gable,TA,CBlock,,0.0,GasA,TA,N,SBrkr,640,0,640,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,TA,0,0,0,0,,,,
RL,68.0,8842,Pave,Reg,AllPub,Corner,Gtl,5,1954,1954,Gable,TA,CBlock,Fa,381.0,GasA,Ex,Y,SBrkr,992,0,992,0.0,0.0,1,0,3,1,TA,6,0,,Detchd,1.0,TA,60,0,56,0,,MnPrv,,
RL,60.0,10044,Pave,IR1,AllPub,CulDSac,Gtl,5,1968,1968,Gable,TA,CBlock,Gd,1196.0,GasA,TA,Y,SBrkr,1196,0,1196,1.0,0.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,257,0,168,0,,MnPrv,,
RL,89.0,11792,Pave,Reg,AllPub,Inside,Gtl,4,1948,1950,Gable,TA,CBlock,TA,744.0,GasA,Ex,N,FuseF,792,328,1120,0.0,0.0,1,0,2,1,Fa,5,0,,Detchd,2.0,TA,0,0,0,0,,,,
RL,65.0,6305,Pave,Reg,AllPub,Inside,Gtl,6,1975,1975,Gable,TA,CBlock,TA,1008.0,GasA,TA,Y,SBrkr,1096,0,1096,1.0,0.0,1,0,3,1,TA,5,1,Fa,Detchd,1.0,TA,0,0,0,0,,,,
RL,64.0,6410,Pave,Reg,AllPub,Inside,Gtl,4,1958,1958,Hip,TA,CBlock,TA,960.0,GasA,Ex,Y,SBrkr,960,0,960,0.0,0.0,1,0,3,1,TA,5,0,,,0.0,,0,0,0,0,,MnPrv,,
RL,67.0,4853,Pave,Reg,AllPub,Inside,Gtl,5,1924,1999,Gable,TA,BrkTil,TA,1107.0,GasA,Fa,N,FuseA,1296,0,1296,0.0,0.0,2,0,2,1,Fa,5,1,Gd,Detchd,1.0,TA,0,0,36,0,,MnPrv,,
RL,,7890,Pave,Reg,AllPub,Corner,Gtl,6,1939,1950,Gable,TA,CBlock,TA,856.0,GasA,TA,Y,SBrkr,856,0,856,1.0,0.0,1,0,2,1,TA,4,1,Gd,Detchd,2.0,TA,0,0,0,0,,,,
RH,60.0,7200,Pave,Reg,AllPub,Inside,Gtl,4,1967,1967,Flat,TA,Slab,,0.0,GasA,TA,Y,SBrkr,862,1788,2650,0.0,0.0,3,0,6,2,TA,10,0,,,0.0,,0,0,0,0,,,Shed,
RL,51.0,9839,Pave,Reg,AllPub,Inside,Gtl,5,1931,1950,Gable,TA,PConc,TA,894.0,GasA,Ex,Y,SBrkr,894,772,1666,1.0,0.0,1,0,3,1,TA,7,1,Gd,,0.0,,0,156,0,0,,,,
RL,78.0,10452,Pave,IR1,AllPub,Inside,Gtl,7,1941,1985,Gable,Gd,BrkTil,Gd,1528.0,GasA,Ex,Y,SBrkr,1225,908,2133,1.0,0.0,1,1,4,1,TA,8,2,TA,Attchd,1.0,TA,0,0,86,0,,,,
RL,78.0,15600,Pave,Reg,AllPub,Inside,Gtl,5,1950,1991,Gable,TA,CBlock,TA,1032.0,GasA,Ex,Y,SBrkr,1102,1075,2177,0.0,0.0,2,1,5,2,TA,11,0,,Detchd,2.0,TA,0,0,0,0,,,,
RL,85.0,19645,Pave,IR1,AllPub,FR2,Gtl,7,1994,2007,Gable,TA,PConc,Gd,423.0,GasA,Ex,Y,SBrkr,896,756,1652,1.0,0.0,2,1,3,1,Gd,6,0,,BuiltIn,2.0,TA,0,0,0,0,,,,
RM,35.0,3907,Pave,IR1,AllPub,Inside,Mod,8,1989,1989,Gable,Gd,CBlock,Gd,982.0,GasA,Gd,Y,SBrkr,1034,0,1034,1.0,0.0,1,0,1,1,Gd,4,1,TA,Attchd,2.0,TA,141,36,0,0,,,,
RM,35.0,3907,Pave,IR1,AllPub,Inside,Mod,8,1989,1989,Gable,Gd,CBlock,Gd,1191.0,GasA,Gd,Y,SBrkr,1191,0,1191,0.0,0.0,2,0,2,1,Gd,5,1,TA,Attchd,2.0,TA,112,81,0,0,,,,
RM,58.0,8154,Pave,Reg,AllPub,Inside,Gtl,2,1941,1950,Gable,TA,BrkTil,TA,480.0,GasA,TA,Y,SBrkr,540,0,540,0.0,0.0,1,0,1,1,TA,4,0,,Detchd,1.0,Fa,0,0,0,0,,,,
RM,50.0,9140,Pave,Reg,AllPub,Inside,Gtl,6,1921,1975,Gable,TA,BrkTil,TA,629.0,GasA,Fa,Y,SBrkr,727,380,1107,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,TA,0,56,0,0,,MnPrv,,
C (all),66.0,8712,Grvl,Reg,AllPub,Corner,Gtl,4,1896,1950,Hip,Fa,CBlock,TA,756.0,GasA,Gd,Y,SBrkr,952,0,952,0.0,0.0,1,0,3,1,TA,5,0,,Detchd,1.0,TA,0,0,265,0,,,,
RM,44.0,3811,Pave,IR1,AllPub,Corner,Mod,8,2004,2005,Hip,Gd,PConc,Ex,1594.0,GasA,Ex,Y,SBrkr,1646,0,1646,1.0,1.0,2,0,2,1,Gd,5,1,Gd,Attchd,2.0,TA,128,53,0,0,,,,
RL,85.0,11050,Pave,Reg,AllPub,Inside,Gtl,8,1998,1999,Gable,Gd,PConc,Gd,1049.0,GasA,Ex,Y,SBrkr,1036,880,1916,1.0,0.0,2,1,3,1,Gd,8,1,TA,Attchd,3.0,TA,0,70,0,0,,,,
RL,74.0,9620,Pave,Reg,AllPub,Inside,Gtl,6,1977,1977,Gable,TA,CBlock,TA,1243.0,GasA,TA,Y,SBrkr,1285,0,1285,0.0,1.0,2,0,3,1,Gd,6,1,Fa,Attchd,2.0,TA,375,26,0,0,,GdPrv,Shed,
RL,,12760,Pave,IR1,AllPub,Inside,Gtl,6,1976,1976,Gable,TA,CBlock,TA,1958.0,GasA,TA,Y,SBrkr,2048,0,2048,0.0,0.0,3,0,5,2,TA,9,0,,2Types,2.0,TA,0,0,0,0,,,,
RL,88.0,11896,Pave,IR1,AllPub,Corner,Gtl,7,2008,2008,Gable,Gd,PConc,Gd,1336.0,GasA,Ex,Y,SBrkr,1346,0,1346,1.0,0.0,2,0,3,1,Gd,6,1,TA,Attchd,3.0,TA,100,48,0,0,,,,
RL,73.0,9803,Pave,Reg,AllPub,Inside,Gtl,7,2009,2010,Gable,Gd,PConc,Gd,1214.0,GasA,Ex,Y,SBrkr,1214,0,1214,0.0,0.0,2,0,2,1,Gd,6,0,,Attchd,2.0,TA,0,25,0,0,,,,
RL,73.0,9802,Pave,Reg,AllPub,Inside,Gtl,5,2006,2007,Gable,TA,PConc,Gd,384.0,GasA,Gd,Y,SBrkr,744,700,1444,0.0,0.0,2,1,3,1,TA,7,0,,BuiltIn,2.0,TA,100,0,0,0,,,,
RL,85.0,15300,Pave,Reg,AllPub,Inside,Gtl,5,1965,1977,Hip,TA,CBlock,TA,1068.0,GasA,TA,Y,SBrkr,1264,0,1264,1.0,0.0,1,0,2,1,TA,7,1,TA,Attchd,2.0,TA,0,0,0,0,,,,
RL,93.0,10114,Pave,Reg,AllPub,Inside,Gtl,5,2004,2005,Gable,TA,PConc,Ex,1430.0,GasA,Ex,Y,SBrkr,1430,0,1430,0.0,0.0,2,0,3,1,Gd,7,0,,Attchd,2.0,TA,0,0,0,0,,,,
RL,,11875,Pave,Reg,AllPub,Inside,Gtl,5,1999,1999,Gable,TA,PConc,Gd,1344.0,GasA,Ex,Y,SBrkr,1344,0,1344,0.0,0.0,2,0,3,1,TA,7,1,Gd,Attchd,2.0,TA,328,0,0,0,,,,
RM,31.0,2394,Pave,Reg,AllPub,Inside,Mod,5,1973,1973,Gable,TA,CBlock,Gd,945.0,GasA,Ex,Y,SBrkr,945,0,945,1.0,1.0,1,0,2,1,TA,5,1,Po,Attchd,1.0,TA,174,0,56,0,,,,
RM,21.0,1476,Pave,Reg,AllPub,Inside,Gtl,4,1970,1970,Gable,TA,CBlock,TA,546.0,GasA,Ex,Y,SBrkr,546,546,1092,0.0,0.0,1,1,3,1,TA,5,0,,,0.0,,200,26,0,0,,,,
RM,21.0,1900,Pave,Reg,AllPub,Inside,Gtl,4,1970,1970,Gable,TA,CBlock,TA,546.0,GasA,Ex,Y,SBrkr,546,546,1092,0.0,0.0,1,1,3,1,TA,5,0,,,0.0,,0,0,0,0,,,,
RM,21.0,1890,Pave,Reg,AllPub,Inside,Gtl,4,1972,1972,Gable,TA,CBlock,TA,546.0,GasA,TA,Y,SBrkr,546,546,1092,0.0,0.0,1,1,3,1,TA,5,0,,Attchd,1.0,TA,0,0,64,0,,,,
RL,50.0,6953,Pave,Reg,AllPub,Inside,Gtl,5,1971,2004,Gable,TA,CBlock,TA,864.0,GasA,Ex,Y,SBrkr,874,0,874,0.0,0.0,1,0,3,1,TA,5,0,,Detchd,1.0,TA,0,0,0,0,,,,
RL,76.0,12887,Pave,Reg,AllPub,Inside,Gtl,5,1984,1984,Gable,TA,CBlock,Gd,833.0,GasA,TA,Y,SBrkr,833,0,833,1.0,0.0,1,0,2,1,Gd,5,0,,Attchd,2.0,TA,431,0,0,0,,MnPrv,,
RL,70.0,7700,Pave,Reg,AllPub,Inside,Gtl,5,1985,1986,Gable,TA,PConc,TA,1216.0,GasA,Gd,Y,SBrkr,1216,1216,2432,0.0,0.0,4,2,4,2,TA,10,0,,Attchd,2.0,TA,200,0,0,0,,,Shed,
RL,63.0,10475,Pave,Reg,AllPub,Inside,Gtl,5,1991,1991,Gable,TA,PConc,Gd,624.0,GasA,Gd,Y,SBrkr,624,650,1274,0.0,0.0,1,1,3,1,TA,6,0,,Detchd,2.0,TA,22,0,0,0,,GdWo,,
RL,68.0,10544,Pave,IR1,AllPub,Inside,Mod,5,1969,1969,Gable,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,864,615,1479,0.0,0.0,2,0,5,1,TA,8,0,,Attchd,1.0,TA,287,0,280,0,,,,
RL,76.0,9892,Pave,Reg,AllPub,Inside,Mod,8,1994,1995,Hip,Gd,PConc,Gd,1679.0,GasA,Ex,Y,SBrkr,1803,0,1803,1.0,1.0,2,1,3,1,Gd,6,2,TA,Attchd,2.0,TA,129,64,222,0,,GdWo,,
RL,74.0,12961,Pave,Reg,AllPub,Inside,Gtl,6,1993,1994,Gable,Gd,PConc,Gd,1152.0,GasA,Ex,Y,SBrkr,1152,645,1797,1.0,0.0,2,1,3,1,Gd,7,1,Fa,Attchd,2.0,TA,162,312,0,0,,,,
RL,74.0,13008,Pave,IR1,AllPub,Inside,Gtl,6,1956,1956,Gable,TA,CBlock,Fa,882.0,GasA,TA,Y,SBrkr,882,0,882,0.0,0.0,1,0,2,1,TA,5,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,85.0,10200,Pave,Reg,AllPub,Inside,Gtl,6,1974,1974,Hip,TA,CBlock,TA,1434.0,GasA,TA,Y,SBrkr,1434,0,1434,1.0,0.0,2,0,4,1,TA,7,1,Gd,Attchd,2.0,TA,80,21,0,0,,,,
RL,88.0,10179,Pave,IR1,AllPub,Corner,Gtl,6,1997,1997,Gable,TA,PConc,Gd,945.0,GasA,Ex,Y,SBrkr,945,663,1608,0.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,2.0,TA,252,30,0,0,,,,
RL,,11792,Pave,IR1,AllPub,Inside,Gtl,8,2003,2003,Gable,Gd,PConc,Gd,1008.0,GasA,Ex,Y,SBrkr,1008,1275,2283,0.0,0.0,2,1,4,1,Gd,9,1,Gd,BuiltIn,3.0,TA,120,46,0,0,,,,
RL,60.0,8400,Pave,Reg,AllPub,Inside,Gtl,7,1996,1997,Gable,TA,PConc,Gd,384.0,GasA,Gd,Y,SBrkr,958,670,1628,0.0,0.0,2,1,3,1,TA,7,1,TA,BuiltIn,2.0,TA,48,72,0,0,,,Shed,
RL,28.0,7296,Pave,IR1,AllPub,CulDSac,Gtl,8,2004,2005,Gable,Gd,PConc,Ex,2208.0,GasA,Ex,Y,SBrkr,2522,0,2522,1.0,0.0,2,0,1,1,Gd,8,1,Gd,Attchd,2.0,TA,182,57,0,0,,,,
RL,61.0,7380,Pave,IR1,AllPub,Corner,Gtl,8,1998,1998,Gable,TA,PConc,Gd,1418.0,GasA,Ex,Y,SBrkr,1478,0,1478,1.0,0.0,2,0,2,1,TA,5,0,,Attchd,2.0,TA,168,43,0,0,,,,
RL,57.0,8013,Pave,IR1,AllPub,Corner,Gtl,8,1995,1996,Gable,Gd,PConc,Gd,1587.0,GasA,Ex,Y,SBrkr,1734,0,1734,1.0,0.0,2,0,2,1,Gd,6,0,,Attchd,2.0,TA,52,50,0,0,,,,
RL,57.0,8923,Pave,IR1,AllPub,Inside,Gtl,7,1998,1998,Gable,Gd,PConc,Gd,384.0,GasA,Gd,Y,SBrkr,751,631,1382,0.0,0.0,2,1,3,1,TA,7,1,TA,BuiltIn,2.0,TA,256,0,0,0,,,,
RL,60.0,7500,Pave,Reg,AllPub,Inside,Gtl,6,1998,1999,Gable,Gd,PConc,Gd,952.0,GasA,Gd,Y,SBrkr,952,684,1636,1.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,2.0,TA,0,84,0,0,,,,
RL,,8803,Pave,IR1,AllPub,Inside,Gtl,6,1994,1995,Gable,TA,PConc,Gd,707.0,GasA,Gd,Y,SBrkr,707,809,1516,1.0,0.0,2,1,3,1,Gd,7,1,TA,Attchd,2.0,TA,0,46,0,0,,,,
RL,58.0,7250,Pave,Reg,AllPub,Inside,Gtl,6,1993,1993,Gable,TA,PConc,Gd,1181.0,GasA,Ex,Y,SBrkr,1190,0,1190,0.0,0.0,2,0,3,1,Gd,6,1,TA,Attchd,2.0,TA,0,21,0,0,,,,
RL,85.0,11900,Pave,Reg,AllPub,Inside,Gtl,5,1977,1977,Gable,TA,PConc,Gd,1122.0,GasA,Ex,Y,SBrkr,946,988,1934,1.0,0.0,2,1,3,1,TA,6,1,TA,Attchd,2.0,TA,0,176,0,0,,,,
RL,,13250,Pave,IR1,AllPub,Inside,Gtl,7,1978,1978,Gable,TA,CBlock,Gd,832.0,GasA,TA,Y,SBrkr,1154,896,2050,0.0,0.0,2,1,4,1,Gd,8,1,TA,Attchd,2.0,TA,192,192,0,0,,,,
RL,80.0,10928,Pave,Reg,AllPub,Inside,Gtl,6,1978,1986,Gable,TA,PConc,TA,1427.0,GasA,TA,Y,SBrkr,1671,0,1671,0.0,0.0,2,0,3,1,TA,7,1,TA,Attchd,2.0,TA,252,55,0,0,,,,
RL,,12388,Pave,IR1,AllPub,Inside,Gtl,7,1980,1991,Gable,TA,CBlock,Gd,1043.0,GasA,TA,Y,SBrkr,1539,1134,2673,0.0,0.0,2,1,4,1,Gd,9,1,TA,BuiltIn,2.0,TA,178,84,0,0,,,,
RL,80.0,11088,Pave,Reg,AllPub,Inside,Gtl,6,1978,1998,Gable,TA,PConc,TA,1140.0,GasA,Gd,Y,SBrkr,1707,0,1707,0.0,0.0,2,0,3,1,TA,7,1,TA,Attchd,2.0,TA,0,0,0,0,,,,
FV,70.0,7000,Pave,Reg,AllPub,Inside,Gtl,7,2003,2003,Gable,Gd,PConc,Gd,926.0,GasA,Ex,Y,SBrkr,1016,868,1884,1.0,0.0,2,1,3,1,Ex,7,1,Ex,Attchd,2.0,TA,0,35,0,0,,,,
FV,,7500,Pave,Reg,AllPub,Inside,Gtl,8,2000,2001,Gable,Gd,PConc,Gd,1058.0,GasA,Ex,Y,SBrkr,1058,816,1874,0.0,0.0,2,1,3,1,Gd,7,1,TA,Attchd,2.0,TA,0,134,0,0,,,,
